Date,"Branded Fuel- Distribution Costs, Marketing Costs, and Profits",Branded Fuel- Crude Oil Cost,Branded Fuel- Refinery Costs and Profits,Branded Fuel- State Underground Storage Tank Fee:,Branded Fuel- State and Local Sales Tax,Branded Fuel- State Excise Tax,Branded Fuel- Federal Excise Tax,Branded Fuel- Average Retail prices,,"Unbranded Fuel- Distribution Costs, Marketing Costs, and Profits",Unbranded Fuel- Crude Oil Cost,Unbranded Fuel- Refinery Costs and Profits,Unbranded Fuel- State Underground Storage Tank Fee:,Unbranded Fuel- State and Local Sales Tax,Unbranded Fuel- State Excise Tax,Unbranded Fuel- Federal Excise Tax,Unbranded Fuel- Average Retail prices
1/4/1999,$0.14 ,$0.25 ,$0.29 ,$0.00 ,$0.08 ,$0.18 ,$0.18 ,$1.13 ,,$0.20 ,$0.25 ,$0.23 ,$0.00 ,$0.08 ,$0.18 ,$0.18 ,$1.13 
1/11/1999,$0.15 ,$0.27 ,$0.26 ,$0.00 ,$0.08 ,$0.18 ,$0.18 ,$1.13 ,,$0.20 ,$0.27 ,$0.21 ,$0.00 ,$0.08 ,$0.18 ,$0.18 ,$1.13 
1/18/1999,$0.14 ,$0.25 ,$0.28 ,$0.00 ,$0.08 ,$0.18 ,$0.18 ,$1.12 ,,$0.23 ,$0.25 ,$0.20 ,$0.00 ,$0.08 ,$0.18 ,$0.18 ,$1.12 
1/25/1999,$0.15 ,$0.25 ,$0.26 ,$0.00 ,$0.08 ,$0.18 ,$0.18 ,$1.12 ,,$0.22 ,$0.25 ,$0.20 ,$0.00 ,$0.08 ,$0.18 ,$0.18 ,$1.12 
2/1/1999,$0.15 ,$0.26 ,$0.26 ,$0.00 ,$0.08 ,$0.18 ,$0.18 ,$1.11 ,,$0.18 ,$0.26 ,$0.22 ,$0.00 ,$0.08 ,$0.18 ,$0.18 ,$1.11 
2/8/1999,$0.14 ,$0.24 ,$0.28 ,$0.00 ,$0.08 ,$0.18 ,$0.18 ,$1.11 ,,$0.18 ,$0.24 ,$0.25 ,$0.00 ,$0.08 ,$0.18 ,$0.18 ,$1.11 
2/15/1999,$0.14 ,$0.23 ,$0.28 ,$0.00 ,$0.08 ,$0.18 ,$0.18 ,$1.10 ,,$0.18 ,$0.23 ,$0.25 ,$0.00 ,$0.08 ,$0.18 ,$0.18 ,$1.10 
2/22/1999,$0.15 ,$0.25 ,$0.27 ,$0.00 ,$0.08 ,$0.18 ,$0.18 ,$1.11 ,,$0.19 ,$0.25 ,$0.23 ,$0.00 ,$0.08 ,$0.18 ,$0.18 ,$1.11 
3/1/1999,$0.14 ,$0.26 ,$0.27 ,$0.00 ,$0.08 ,$0.18 ,$0.18 ,$1.12 ,,$0.15 ,$0.26 ,$0.26 ,$0.00 ,$0.08 ,$0.18 ,$0.18 ,$1.12 
3/8/1999,$0.09 ,$0.29 ,$0.33 ,$0.00 ,$0.09 ,$0.18 ,$0.18 ,$1.16 ,,$0.10 ,$0.29 ,$0.33 ,$0.00 ,$0.09 ,$0.18 ,$0.18 ,$1.16 
3/15/1999,$0.08 ,$0.30 ,$0.35 ,$0.00 ,$0.09 ,$0.18 ,$0.18 ,$1.19 ,,$0.13 ,$0.30 ,$0.31 ,$0.00 ,$0.09 ,$0.18 ,$0.18 ,$1.19 
3/22/1999,$0.06 ,$0.32 ,$0.39 ,$0.00 ,$0.09 ,$0.18 ,$0.18 ,$1.23 ,,($0.08),$0.32 ,$0.53 ,$0.00 ,$0.09 ,$0.18 ,$0.18 ,$1.23 
3/29/1999,$0.00 ,$0.35 ,$0.64 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.46 ,,($0.13),$0.35 ,$0.77 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.46 
4/5/1999,$0.05 ,$0.36 ,$0.70 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.59 ,,($0.01),$0.36 ,$0.75 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.59 
4/12/1999,$0.09 ,$0.35 ,$0.70 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.62 ,,$0.21 ,$0.35 ,$0.58 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.62 
4/19/1999,$0.16 ,$0.38 ,$0.57 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.59 ,,$0.32 ,$0.38 ,$0.41 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.59 
4/26/1999,$0.18 ,$0.38 ,$0.54 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.57 ,,$0.32 ,$0.38 ,$0.39 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.57 
5/3/1999,$0.18 ,$0.38 ,$0.50 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.54 ,,$0.29 ,$0.38 ,$0.39 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.54 
5/10/1999,$0.18 ,$0.41 ,$0.45 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.51 ,,$0.27 ,$0.41 ,$0.36 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.51 
5/17/1999,$0.17 ,$0.40 ,$0.44 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.48 ,,$0.29 ,$0.40 ,$0.32 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.48 
5/24/1999,$0.15 ,$0.35 ,$0.46 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.42 ,,$0.26 ,$0.35 ,$0.34 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.42 
5/31/1999,$0.12 ,$0.35 ,$0.44 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.37 ,,$0.18 ,$0.35 ,$0.37 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.37 
6/7/1999,$0.09 ,$0.38 ,$0.41 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.35 ,,$0.13 ,$0.38 ,$0.38 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.35 
6/14/1999,$0.04 ,$0.39 ,$0.45 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.34 ,,$0.00 ,$0.39 ,$0.48 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.34 
6/21/1999,$0.02 ,$0.37 ,$0.49 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.34 ,,$0.08 ,$0.37 ,$0.43 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.34 
6/28/1999,$0.05 ,$0.38 ,$0.44 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.34 ,,$0.05 ,$0.38 ,$0.45 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.34 
7/5/1999,$0.02 ,$0.42 ,$0.43 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.33 ,,($0.08),$0.42 ,$0.53 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.33 
7/12/1999,($0.03),$0.42 ,$0.53 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.38 ,,($0.05),$0.42 ,$0.55 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.38 
7/19/1999,($0.12),$0.41 ,$0.70 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.46 ,,($0.09),$0.41 ,$0.67 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.46 
7/26/1999,($0.10),$0.45 ,$0.65 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.48 ,,$0.07 ,$0.45 ,$0.48 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.48 
8/2/1999,($0.07),$0.46 ,$0.63 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.50 ,,($0.16),$0.46 ,$0.72 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.50 
8/9/1999,($0.02),$0.47 ,$0.60 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.53 ,,($0.04),$0.47 ,$0.62 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.53 
8/16/1999,$0.02 ,$0.49 ,$0.55 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.53 ,,$0.09 ,$0.49 ,$0.48 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.53 
8/23/1999,$0.04 ,$0.48 ,$0.52 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.52 ,,$0.12 ,$0.48 ,$0.44 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.52 
8/30/1999,$0.09 ,$0.50 ,$0.44 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.50 ,,$0.23 ,$0.50 ,$0.29 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.50 
9/6/1999,$0.08 ,$0.52 ,$0.39 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.46 ,,$0.22 ,$0.52 ,$0.25 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.46 
9/13/1999,$0.10 ,$0.55 ,$0.32 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.45 ,,$0.20 ,$0.55 ,$0.22 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.45 
9/20/1999,$0.11 ,$0.56 ,$0.29 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.42 ,,$0.20 ,$0.56 ,$0.20 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.42 
9/27/1999,$0.10 ,$0.57 ,$0.25 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.39 ,,$0.13 ,$0.57 ,$0.23 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.39 
10/4/1999,$0.08 ,$0.55 ,$0.29 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.38 ,,$0.07 ,$0.55 ,$0.30 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.38 
10/11/1999,$0.08 ,$0.48 ,$0.36 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.39 ,,$0.16 ,$0.48 ,$0.29 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.39 
10/18/1999,$0.10 ,$0.51 ,$0.30 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.38 ,,$0.17 ,$0.51 ,$0.24 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.38 
10/25/1999,$0.11 ,$0.53 ,$0.26 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.37 ,,$0.16 ,$0.53 ,$0.21 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.37 
11/1/1999,$0.10 ,$0.51 ,$0.27 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.34 ,,$0.12 ,$0.51 ,$0.24 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.34 
11/8/1999,$0.06 ,$0.50 ,$0.31 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.33 ,,$0.02 ,$0.50 ,$0.35 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.33 
11/15/1999,$0.04 ,$0.57 ,$0.27 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.35 ,,$0.06 ,$0.57 ,$0.25 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.35 
11/22/1999,$0.08 ,$0.61 ,$0.21 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.37 ,,$0.11 ,$0.61 ,$0.18 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.37 
11/29/1999,$0.09 ,$0.59 ,$0.23 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.37 ,,$0.10 ,$0.59 ,$0.22 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.37 
12/6/1999,$0.10 ,$0.60 ,$0.22 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.39 ,,$0.13 ,$0.60 ,$0.18 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.39 
12/13/1999,$0.10 ,$0.56 ,$0.25 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.38 ,,$0.16 ,$0.56 ,$0.19 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.38 
12/20/1999,$0.10 ,$0.60 ,$0.20 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.37 ,,$0.12 ,$0.60 ,$0.18 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.37 
12/27/1999,$0.10 ,$0.59 ,$0.21 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.36 ,,$0.11 ,$0.59 ,$0.20 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.36 
1/3/2000,$0.08 ,$0.58 ,$0.24 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.36 ,,$0.07 ,$0.58 ,$0.24 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.36 
1/10/2000,$0.07 ,$0.59 ,$0.23 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.35 ,,$0.12 ,$0.59 ,$0.18 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.35 
1/17/2000,$0.08 ,$0.62 ,$0.18 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.35 ,,$0.10 ,$0.62 ,$0.16 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.35 
1/24/2000,$0.07 ,$0.66 ,$0.15 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.35 ,,$0.02 ,$0.66 ,$0.20 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.35 
1/31/2000,$0.06 ,$0.62 ,$0.23 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.38 ,,$0.11 ,$0.62 ,$0.19 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.38 
2/7/2000,$0.06 ,$0.62 ,$0.24 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.38 ,,$0.06 ,$0.62 ,$0.23 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.38 
2/14/2000,$0.04 ,$0.68 ,$0.21 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.40 ,,$0.03 ,$0.68 ,$0.22 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.40 
2/21/2000,$0.00 ,$0.66 ,$0.31 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.44 ,,($0.04),$0.66 ,$0.35 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.44 
2/28/2000,($0.04),$0.68 ,$0.40 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.52 ,,($0.10),$0.68 ,$0.46 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.52 
3/6/2000,($0.04),$0.71 ,$0.47 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.63 ,,($0.08),$0.71 ,$0.52 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.63 
3/13/2000,($0.02),$0.72 ,$0.55 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.74 ,,($0.12),$0.72 ,$0.66 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.74 
3/20/2000,$0.02 ,$0.62 ,$0.66 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.79 ,,$0.06 ,$0.62 ,$0.62 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.79 
3/27/2000,$0.17 ,$0.62 ,$0.50 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.79 ,,$0.23 ,$0.62 ,$0.44 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.79 
4/3/2000,$0.17 ,$0.59 ,$0.52 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.77 ,,$0.32 ,$0.59 ,$0.37 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.77 
4/10/2000,$0.25 ,$0.55 ,$0.45 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.75 ,,$0.36 ,$0.55 ,$0.35 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.75 
4/17/2000,$0.32 ,$0.57 ,$0.35 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.73 ,,$0.37 ,$0.57 ,$0.29 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.73 
4/24/2000,$0.30 ,$0.58 ,$0.32 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.70 ,,$0.27 ,$0.58 ,$0.35 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.70 
5/1/2000,$0.23 ,$0.58 ,$0.38 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.67 ,,$0.18 ,$0.58 ,$0.43 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.67 
5/8/2000,$0.23 ,$0.58 ,$0.38 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.67 ,,$0.18 ,$0.58 ,$0.43 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.67 
5/15/2000,$0.14 ,$0.67 ,$0.33 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.63 ,,$0.17 ,$0.67 ,$0.31 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.63 
5/22/2000,$0.10 ,$0.64 ,$0.39 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.61 ,,$0.10 ,$0.64 ,$0.39 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.61 
5/29/2000,$0.08 ,$0.67 ,$0.38 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.61 ,,$0.10 ,$0.67 ,$0.36 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.61 
6/5/2000,$0.08 ,$0.65 ,$0.40 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.61 ,,$0.05 ,$0.65 ,$0.43 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.61 
6/12/2000,$0.07 ,$0.70 ,$0.36 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.61 ,,$0.08 ,$0.70 ,$0.35 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.61 
6/19/2000,$0.06 ,$0.70 ,$0.37 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.62 ,,$0.05 ,$0.70 ,$0.38 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.62 
6/26/2000,$0.02 ,$0.77 ,$0.36 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.64 ,,($0.03),$0.77 ,$0.42 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.64 
7/3/2000,($0.02),$0.68 ,$0.57 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.71 ,,($0.05),$0.68 ,$0.59 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.71 
7/10/2000,$0.00 ,$0.66 ,$0.58 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.73 ,,$0.05 ,$0.66 ,$0.53 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.73 
7/17/2000,$0.07 ,$0.69 ,$0.47 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.72 ,,$0.14 ,$0.69 ,$0.41 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.72 
7/24/2000,$0.12 ,$0.62 ,$0.49 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.71 ,,$0.16 ,$0.62 ,$0.45 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.71 
7/31/2000,$0.11 ,$0.60 ,$0.48 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.68 ,,$0.12 ,$0.60 ,$0.47 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.68 
8/7/2000,$0.05 ,$0.64 ,$0.49 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.67 ,,$0.02 ,$0.64 ,$0.52 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.67 
8/14/2000,($0.05),$0.72 ,$0.51 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.67 ,,($0.09),$0.72 ,$0.56 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.67 
8/21/2000,($0.03),$0.72 ,$0.49 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.67 ,,($0.03),$0.72 ,$0.50 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.67 
8/28/2000,($0.07),$0.74 ,$0.54 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.70 ,,($0.11),$0.74 ,$0.58 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.70 
9/4/2000,($0.07),$0.74 ,$0.54 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.70 ,,($0.11),$0.74 ,$0.58 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.70 
9/11/2000,($0.11),$0.80 ,$0.66 ,$0.00 ,$0.14 ,$0.18 ,$0.18 ,$1.85 ,,($0.02),$0.80 ,$0.58 ,$0.00 ,$0.14 ,$0.18 ,$0.18 ,$1.85 
9/18/2000,$0.05 ,$0.84 ,$0.44 ,$0.00 ,$0.14 ,$0.18 ,$0.18 ,$1.83 ,,$0.07 ,$0.84 ,$0.42 ,$0.00 ,$0.14 ,$0.18 ,$0.18 ,$1.83 
9/25/2000,$0.06 ,$0.70 ,$0.58 ,$0.00 ,$0.14 ,$0.18 ,$0.18 ,$1.83 ,,$0.05 ,$0.70 ,$0.58 ,$0.00 ,$0.14 ,$0.18 ,$0.18 ,$1.83 
10/2/2000,$0.09 ,$0.73 ,$0.52 ,$0.00 ,$0.14 ,$0.18 ,$0.18 ,$1.83 ,,$0.09 ,$0.73 ,$0.52 ,$0.00 ,$0.14 ,$0.18 ,$0.18 ,$1.83 
10/9/2000,$0.14 ,$0.72 ,$0.46 ,$0.00 ,$0.14 ,$0.18 ,$0.18 ,$1.83 ,,$0.15 ,$0.72 ,$0.45 ,$0.00 ,$0.14 ,$0.18 ,$0.18 ,$1.83 
10/16/2000,$0.07 ,$0.75 ,$0.49 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.81 ,,$0.04 ,$0.75 ,$0.53 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.81 
10/23/2000,$0.06 ,$0.77 ,$0.47 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.80 ,,$0.03 ,$0.77 ,$0.50 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.80 
10/30/2000,$0.01 ,$0.75 ,$0.54 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.80 ,,($0.03),$0.75 ,$0.58 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.80 
11/6/2000,($0.02),$0.74 ,$0.57 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.79 ,,($0.07),$0.74 ,$0.62 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.79 
11/13/2000,$0.10 ,$0.78 ,$0.40 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.78 ,,$0.16 ,$0.78 ,$0.34 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.78 
11/20/2000,$0.17 ,$0.81 ,$0.28 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.75 ,,$0.16 ,$0.81 ,$0.29 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.75 
11/27/2000,$0.15 ,$0.80 ,$0.30 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.74 ,,$0.17 ,$0.80 ,$0.28 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.74 
12/4/2000,$0.16 ,$0.67 ,$0.40 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.72 ,,$0.20 ,$0.67 ,$0.35 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.72 
12/11/2000,$0.26 ,$0.59 ,$0.36 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.69 ,,$0.31 ,$0.59 ,$0.30 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.69 
12/18/2000,$0.26 ,$0.59 ,$0.33 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.66 ,,$0.25 ,$0.59 ,$0.34 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.66 
12/26/2000,$0.23 ,$0.50 ,$0.44 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.65 ,,$0.23 ,$0.50 ,$0.44 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.65 
1/2/2001,$0.17 ,$0.51 ,$0.46 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.63 ,,$0.14 ,$0.51 ,$0.49 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.63 
1/8/2001,$0.15 ,$0.52 ,$0.47 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.63 ,,$0.15 ,$0.52 ,$0.48 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.63 
1/16/2001,$0.18 ,$0.60 ,$0.34 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.60 ,,$0.22 ,$0.60 ,$0.30 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.60 
1/22/2001,$0.14 ,$0.65 ,$0.31 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.58 ,,$0.13 ,$0.65 ,$0.33 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.58 
1/29/2001,$0.12 ,$0.59 ,$0.38 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.57 ,,$0.12 ,$0.59 ,$0.37 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.57 
2/5/2001,$0.08 ,$0.64 ,$0.39 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.59 ,,$0.06 ,$0.64 ,$0.41 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.59 
2/12/2001,$0.03 ,$0.65 ,$0.48 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.64 ,,$0.03 ,$0.64 ,$0.49 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.64 
2/19/2001,$0.03 ,$0.61 ,$0.53 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.66 ,,$0.05 ,$0.61 ,$0.51 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.66 
2/26/2001,$0.00 ,$0.60 ,$0.57 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.66 ,,($0.04),$0.60 ,$0.62 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.66 
3/1/2001,$0.01 ,$0.62 ,$0.58 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.70 ,,($0.02),$0.62 ,$0.58 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.70 
3/12/2001,$0.01 ,$0.54 ,$0.67 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.70 ,,$0.02 ,$0.54 ,$0.65 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.70 
